colors,language,type,text,flavor,title
U,Portuguese (Brazil),Feitiço,O jogador alvo joga dois turnos extras após este turno.,Há tempo de sobra como o agora.,Distensão do Tempo
U,Portuguese (Brazil),Feitiço,"O jogador alvo coloca a metade superior de seu próprio grimório, arredondada para baixo, em seu próprio cemitério.","""A sabedoria e o conhecimento pesam na mente instruída. É também a que mais provavelmente colapsa com o próprio peso."" — Embaixador Laquatus",Traumatizar
U,Portuguese (Brazil),Mágica Instantânea,Copie a mágica instantânea ou mágica de feitiço alvo. Você pode escolher novos alvos para a cópia.,A imitação é a forma mais perigosa de bajulação.,Conjuração Dupla
U,Portuguese (Brazil),Mágica Instantânea,"Você pode virar ou desvirar o artefato, terreno ou criatura alvo.
Compre um card.",As batalhas são vencidas nas nuances.,Safanão
U,Portuguese (Brazil),Mágica Instantânea,Devolva a criatura alvo para a mão de seu dono.,Os aprendizes tolarianos aprendem a liberar a energia etérea muito antes de aprender a controlá-la.,Esconjurar
U,Portuguese (Brazil),Criatura — Mago Vedalkeano,"{U}, {T}: Devolva a permanente alvo que você controla para a mão de seu dono.","Os vedalkeanos encaram os outros seres com fria indiferença, considerando-os como experimentos ou objetos de estudo.",Veldakeano de Inteligência Superior
U,Portuguese (Brazil),Criatura — Barreira,"Defensor, voar (Esta criatura não pode atacar, e pode bloquear criaturas com a habilidade de voar.)","Quando falcões não estão a voar, cuidado com o céu deves tomar. — Aforisma de Femeref",Barreira de Ar
B,Portuguese (Brazil),Mágica Instantânea,"A criatura alvo recebe -1/-1 até o final do turno.
Compre um card.","Raramente se nota um batimento cardíaco, a não ser quando este é roubado.",Afligir
B,Portuguese (Brazil),Feitiço,Olhe a mão do jogador alvo e escolha dois cards dela. Coloque-os no topo do grimório daquele jogador em qualquer ordem.,"No final da guerra, quando a matança fica para trás, é que os maiores tormentos vêm à tona.",Lembranças Angustiantes
B,Portuguese (Brazil),Criatura Lendária — Vampiro,"Voar (Esta criatura só pode ser bloqueada por criaturas com a habilidade de voar ou alcance.)
As outras criaturas pretas recebem +1/+1.
As criaturas que não sejam pretas recebem -1/-1.","Com sua alma capturada pela maldição de um anjo, Crovax deformou o heroísmo na sua mais absoluta sombra.",Evincar Ascendente
B,Portuguese (Brazil),Feitiço,Destrua a criatura alvo virada.,"""É assim que as guerras são vencidas não com exércitos de soldados, mas com a lâmina de uma única faca, astuciosamente posicionada."" — Yurin, assassino da realeza",Assassinar
B,Portuguese (Brazil),Feitiço,Coloque em jogo sob o seu controle o card de criatura ou de artefato alvo de um cemitério. Embaralhe Guia da Inquietação no grimório de seu dono.,Um grito agudo atravessa a noite e ecoa perdição por entre as nuvens.,Guia da Inquietação
B,Portuguese (Brazil),Criatura — Aparição,Travessia de Pântano (Esta criatura não poderá ser bloqueada enquanto o jogador defensor controlar um Pântano.),"Sabendo que o Pântano de Takenuma é perigoso, Hisata enviou guardas para avisá-lo sobre predadores. Ele nunca imaginou que seu assassino passaria por eles desimpedido.",Aparição do Pântano
B,Portuguese (Brazil),Feitiço,"Use somente mana preto para pagar X.
Consumir o Espírito causa X pontos de dano à criatura ou ao jogador alvo e você ganha X pontos de vida.","""O seu sangue, a sua medula, o seu espírito são todos meus."" — Mayvar, assecla de Geth",Consumir o Espírito
B,Portuguese (Brazil),Encantamento — Aura,"Encantar criatura (Ao jogar este card, escolha uma criatura alvo. Este card entra em jogo anexado àquela criatura.)
Toda vez que a criatura encantada ataca ou bloqueia, o seu controlador perde 3 pontos de vida.","""Minhas maldições favoritas são as que se manifestam lentamente, enegrecendo a alma de modos que a vítima não pode esperar compreender."" — Erissa, bruxa do pântano",Elo Contaminado
B,Portuguese (Brazil),Feitiço,O oponente alvo sacrifica uma criatura.,"""Escolha bem suas próximas palavras. Serão suas últimas."" — Phage, a Intocável",Édito Cruel
B,Portuguese (Brazil),Feitiço,Destrua a criatura alvo verde ou branca.,"""Espero que seja verdade que todo floco de neve é único, porque não quero ver um como esse nunca mais. Agora limpem aquele corpo."" — Thangbrand Gyrdsson, patrulheiro kjeldorano",Mancha da Morte
B,Portuguese (Brazil),Feitiço,"Procure em seu grimório por um card e coloque aquele card em sua mão. Depois, embaralhe seu grimório.",As melhores idéias costumam vir das piores mentes.,Tutor Diabólico
B,Portuguese (Brazil),Feitiço,O jogador alvo revela sua própria mão. Você escolhe um card que não seja um terreno da mão dele. Aquele jogador descarta aquele card.,"""Dizem que os olhos são as janelas da alma. Eu gosto de quebrar janelas e pegar o que há dentro."" — Braids, invocadora da demência",Extenuar
B,Portuguese (Brazil),Criatura — Humano Clérigo Mercenário,"{B}, {T}, Sacrifique Necromante Condenado: Devolva o card de criatura alvo de seu cemitério para o jogo.",Muitos necromantes compartilham as mesmas últimas palavras as que concluem o ritual dos mortos-vivos.,Necromante Condenado
B,Portuguese (Brazil),Criatura — Esqueleto,"{B}: Regenere Esqueletos de Carga. (Na próxima vez em que esta criatura seria destruída neste turno, ela não será. Em vez disso, vire-a, remova todo o dano dela e remova-a do combate.)","""Os mortos dão bons soldados. Não podem desobedecer ordens, jamais se rendem e não param de lutar só por que lhes caiu alguma parte do corpo."" — Nevinyrral, Manual do Necromante",Esqueletos de Carga
B,Portuguese (Brazil),Criatura — Diabrete,Voar (Esta criatura só pode ser bloqueada por criaturas com a habilidade de voar ou alcance.),Os diabretes são inteligentes o quanto basta para saber o que é crueldade.,Diabrete da Penumbra
B,Portuguese (Brazil),Feitiço,Drenar Essência causa 3 pontos de dano à criatura ou ao jogador alvo e você ganha 3 pontos de vida.,"""Os elfos estão certos: a morte leva inevitavelmente à vida. Mas os realmente poderosos não experimentam simplesmente este ciclo. Eles o controlam."" — Crovax, evincar ascendente",Drenar Essência
B,Portuguese (Brazil),Encantamento — Aura,"Encantar criatura (Ao jogar este card, escolha uma criatura alvo. Este card entra em jogo anexado àquela criatura.)
A criatura encantada tem a habilidade de amedrontar. (Ela só pode ser bloqueada por criaturas artefato e/ou criaturas pretas.)","""Mesmo o mais valente dos guerreiros conhece a garra sombria do medo em seu vigoroso coração."" — Lim-Dûl, o Necromante",Amedrontar
B,Portuguese (Brazil),Criatura — Zumbi Goblin,"Quando Goblin Apodrecido é colocado num cemitério vindo de jogo, a criatura alvo recebe -1/-1 até o final do turno.","Em vida, era uma coisa fétida e doentia. Na morte, não mudou muito.",Goblin Apodrecido
B,Portuguese (Brazil),Encantamento,"Toda vez que uma criatura que você controla é colocada num cemitério vinda de jogo, cada um dos outros jogadores sacrifica uma criatura.","""Os laços de lealdade são capazes de atar-te a uma sepultura."" — Crovax, evincar ascendente",Pacto da Sepultura
B,Portuguese (Brazil),Criatura — Zumbi Espírito,"No início de sua manutenção, você compra X cards e perde X pontos de vida, sendo X igual ao número de Zumbis que você controla.","""Sua voz é maldição, certa e inflexível."" — Phage, a Intocável",Musa Nascida do Túmulo
B,Portuguese (Brazil),Criatura — Zumbi,"Quando Coveiro entra em jogo, você pode devolver o card de criatura alvo de seu cemitério para a sua mão.",Um caixão cheio é como um cofre cheio ambos são atraentes aos ladrões.,Coveiro
B,Portuguese (Brazil),Criatura — Zumbi Mago,{2}: A criatura alvo azul ou vermelha recebe +1/+0 até o final do turno.,"""Deixa que o meu ódio alimente a tua fúria.""",Tecelão de Ódio
B,Portuguese (Brazil),Criatura — Horror,"Quando Horror Oculto entrar em jogo, sacrifique-o, a menos que você descarte um card de criatura.","Se a presença do mal fosse óbvia, não seria tão perigosa.",Horror Oculto
B,Portuguese (Brazil),Criatura — Humano Mercenário,"Quando Saltimbancos entra em jogo, você ganha 2 pontos de vida e o oponente alvo perde 2 pontos de vida.","""Hoje à noite, madame, é o seu dinheiro e a sua vida.""",Saltimbancos
B,Portuguese (Brazil),Criatura — Espectro,"Voar (Esta criatura só pode ser bloqueada por criaturas com a habilidade de voar ou alcance.)
Toda vez que Espectro Hipnótico causa dano a um oponente, aquele jogador descarta um card aleatoriamente.",Suas vítimas são conhecidas pelos olhos: navios destroçados gotejando sonhos destruídos.,Espectro Hipnótico
B,Portuguese (Brazil),Criatura — Humano Cavaleiro,{B}{B}: Destrua a criatura alvo que bloqueia Cavaleiro do Ocaso.,"""Desafie-me com o mais forte dos seus. Eu tingirei minha espada com seu sangue.""",Cavaleiro do Ocaso
B,Portuguese (Brazil),Criatura — Sombra,{B}: Vulto Indistinto recebe +1/+1 até o final do turno.,"Sua forma nunca descansa, propulsionada por algum vendaval indetectável de além das trevas.",Vulto Indistinto
B,Portuguese (Brazil),Criatura — Zumbi,"As outras criaturas do tipo Zumbi recebem +1/+1.
{1}{B}, {T}: Devolva o card alvo de Zumbi de seu cemitério para a sua mão.","""Não chore sua derrota, meu caro. Na morte, você servirá a um grande propósito o meu.""",Senhor dos Mortos-vivos
B,Portuguese (Brazil),Encantamento,"Toda vez que um oponente descarta um card, Enxaqueca causa 2 pontos de dano àquele jogador.","""A dor é uma ferramenta e uma arte. Como qualquer ferramenta, deve ser afiada. Como qualquer arte, deve ser praticada."" — Hooks, torturador da Cabala",Enxaqueca
B,Portuguese (Brazil),Feitiço,"Remova de jogo X cards de criatura alvo de seu cemitério. Para cada card de criatura removido desse modo, coloque em jogo uma ficha de criatura preta 2/2 do tipo Zumbi.","Enterre os velhos amigos bem fundo, para que eles não voltem cheios de vermes.",Ritual da Meia-Noite
B,Portuguese (Brazil),Feitiço,O jogador alvo descarta dois cards.,"""A beleza dos ataques mentais é que suas vítimas nunca se lembram deles."" — Volrath",Estiolar a Mente
B,Portuguese (Brazil),Encantamento,"No início de sua manutenção, se houver vinte ou mais cards de criatura em seu cemitério, você ganha o jogo.","A multidão gritava, os lutadores sangravam e os mortos empilhavam-se aos montes nas liças. Somente a Cabala podia vencer.",Combate Mortal
B,Portuguese (Brazil),Criatura — Lhurgoyf,"O poder e a resistência de Mortívoro são ambos iguais ao número de cards de criatura em todos os cemitérios.
{B}: Regenere Mortívoro. (Na próxima vez em que esta criatura seria destruída neste turno, ela não será. Em vez disso, vire-a, remova todo o dano dela e remova-a do combate.)",O leve suspiro de seu respiro atravessa seus ossos com um zunido.,Mortívoro
B,Portuguese (Brazil),Criatura — Zumbi Inseto,Sacrifique uma criatura: Folhelho Nantuko recebe +2/+2 até o final do turno.,"A alma esparze luz e a morte é sua sombra. Quando obscurece-se a luz, vida e morte abraçam-se. — Ensinamento dos Nantukos",Folhelho Nantuko
B,Portuguese (Brazil),Criatura — Humano Assassino,"Iniciativa (Esta criatura causa dano de combate antes de criaturas sem a habilidade de iniciativa.)
Quando Nekrataal entrar em jogo, destrua a criatura alvo que não seja preta nem artefato. Aquela criatura não pode ser regenerada.",Suas vítimas não têm tempo para sentir desespero.,Nekrataal
B,Portuguese (Brazil),Criatura — Pesadelo,"Voar (Esta criatura só pode ser bloqueada por criaturas com a habilidade de voar ou alcance.)
O poder e a resistência de Pesadelo são ambos iguais ao número de Pântanos que você controla.",O ressoar de seus cascos leva os sonhos ao desespero.,Pesadelo
B,Portuguese (Brazil),Encantamento,Sacrifique Sem Descanso para o Mal: Devolva para a sua mão todos os cards de criatura que foram colocados em seu cemitério vindos do jogo neste turno.,"""A alma? Aqui, essas frivolidades não servem para nada."" — Sitrik, sacerdote do nascimento",Sem Descanso para o Mal
B,Portuguese (Brazil),Criatura — Horror,"Quando Raivoso Phyrexiano entra em jogo, você compra um card e perde 1 ponto de vida.","Ele não faz prisioneiros, mas guarda os melhores bocados para Phyrexia.",Raivoso Phyrexiano
B,Portuguese (Brazil),Criatura — Inseto,Travessia de Pântano (Esta criatura não poderá ser bloqueada enquanto o jogador defensor controlar um Pântano.),Ninguém sabe se seu nome vem da doença que transmite ou da velocidade com que se multiplica.,Besouro Pestilento
B,Portuguese (Brazil),Feitiço,Destrua o terreno alvo.,"""Quando os mortais morrem, eles têm a família, os amigos e os compatriotas para chorar por eles. Quando a terra morre, tudo morre com ela, e não sobra ninguém para chorar."" — Jacinta, patrulheira de Skyshroud",Chuva de Lágrimas
B,Portuguese (Brazil),Criatura — Rato,"Quando Ratos Vorazes entra em jogo, o oponente alvo descarta um card.",Nada é sagrado para os ratos. Tudo é apenas mais uma refeição.,Ratos Vorazes
B,Portuguese (Brazil),Feitiço,"Devolva o card de criatura alvo de seu cemitério para sua mão.
Compre um card.","Quando Barrin exumou o corpo de sua filha, compreendeu finalmente o verdadeiro preço da sua fé em Urza.",Recuperar
B,Portuguese (Brazil),Criatura — Humano Assassino,{T}: Destrua a criatura alvo virada.,"Treinados nas artes da dissimulação, os assassinos da realeza escolhem suas vítimas com cuidado, contando mais com o senso de oportunidade e a precisão do que com a força bruta.",Assassino da Realeza
B,Portuguese (Brazil),Criatura — Vampiro,"Voar (Esta criatura só pode ser bloqueada por criaturas com a habilidade de voar ou alcance.)
Toda vez que uma criatura que tiver sofrido dano do Vampiro de Sengir neste turno for colocada num cemitério, coloque um marcador +1/+1 em Vampiro de Sengir.","Impérios vêm e vão, mas o mal é eterno.",Vampiro de Sengir
