colors,language,type,text,flavor,title,raw_text
W,Portuguese (Brazil),Criatura — Humano Cavaleiro,Iniciativa (Esta criatura causa dano de combate antes de criaturas sem a habilidade de iniciativa.),Seu idealismo combina mais com ele que sua armadura.,Jovem Cavaleiro,Jovem Cavaleiro - Iniciativa (Esta criatura causa dano de combate antes de criaturas sem a habilidade de iniciativa.) Seu idealismo combina mais com ele que sua armadura.
U,Portuguese (Brazil),Criatura — Humano Mago,"Quando Pesquisadores da Academia entra em jogo, você pode colocar um card de Aura de sua mão em jogo anexado a Pesquisadores da Academia.",Eles brandiam suas últimas teorias como os guerreiros fariam com suas armas.,Pesquisadores da Academia,"Pesquisadores da Academia - Quando Pesquisadores da Academia entra em jogo, você pode colocar um card de Aura de sua mão em jogo anexado a Pesquisadores da Academia. Eles brandiam suas últimas teorias como os guerreiros fariam com suas armas."
U,Portuguese (Brazil),Criatura — Elemental,Voar (Esta criatura só pode ser bloqueada por criaturas com a habilidade de voar ou alcance.),"""O vento oeste, um intruso nos domínios do tempo ocidental, é um tirano impassível segurando um afiado punhal oculto às costas para um golpe traiçoeiro."" — Joseph Conrad, Espelho do Mar",Elemental do Ar,"Elemental do Ar - Voar (Esta criatura só pode ser bloqueada por criaturas com a habilidade de voar ou alcance.) ""O vento oeste, um intruso nos domínios do tempo ocidental, é um tirano impassível segurando um afiado punhal oculto às costas para um golpe traiçoeiro."" — Joseph Conrad, Espelho do Mar"
U,Portuguese (Brazil),Criatura Lendária — Tritão Mago,{3}: O jogador alvo coloca os três primeiros cards de seu próprio grimório em seu próprio cemitério.,"""A vida é um jogo. A única coisa que importa é se você é um peão ou um jogador.""",Embaixador Laquatus,"Embaixador Laquatus - {3}: O jogador alvo coloca os três primeiros cards de seu próprio grimório em seu próprio cemitério. ""A vida é um jogo. A única coisa que importa é se você é um peão ou um jogador."""
U,Portuguese (Brazil),Criatura Lendária — Mago,"{T}: Compre três cards.
{2}{U}{U}: Devolva Arcanis, o Onipotente, para a mão de seu dono.","""Não se preocupe com a minha origem, minha raça ou meus antepassados. Busque minha reputação nas liças e então faça sua aposta.""","Arcanis, o Onipotente","Arcanis, o Onipotente - {T}: Compre três cards. {2}{M}{M}: Devolva Arcanis, o Onipotente, para a mão de seu dono. ""Não se preocupe com a minha origem, minha raça ou meus antepassados. Busque minha reputação nas liças e então faça sua aposta."""
U,Portuguese (Brazil),Mágica Instantânea,Ganhe o controle da Aura alvo anexada a uma permanente. Anexe-a a outra permanente que ela possa encantar.,"""Não é exatamente um roubo. É mais como um empréstimo a longo prazo.""",Enxerto de Aura,"Enxerto de Aura - Ganhe o controle da Aura alvo anexada a uma permanente. Anexe-a a outra permanente que ela possa encantar. ""Não é exatamente um roubo. É mais como um empréstimo a longo prazo."""
U,Portuguese (Brazil),Criatura — Ave Soldado,"Voar (Esta criatura só pode ser bloqueada por criaturas com a habilidade de voar ou alcance.)
Quando Pescador Aviano é colocado num cemitério vindo de jogo, você pode comprar um card.",As mesmas lanças que caçam sua comida hoje irão defender suas casas amanhã.,Pescador Aviano,"Pescador Aviano - Voar (Esta criatura só pode ser bloqueada por criaturas com a habilidade de voar ou alcance.) Quando Pescador Aviano é colocado num cemitério vindo de jogo, você pode comprar um card. As mesmas lanças que caçam sua comida hoje irão defender suas casas amanhã."
U,Portuguese (Brazil),Criatura — Ave Soldado Mago,"Voar (Esta criatura só pode ser bloqueada por criaturas com a habilidade de voar ou alcance.)
{1}{U}: O jogador alvo revela o card do topo de seu próprio grimório.","""A menor ondulação na superfície conta uma história com dez braças de profundidade.""",Leitor dos Ventos Aviano,"Leitor dos Ventos Aviano - Voar (Esta criatura só pode ser bloqueada por criaturas com a habilidade de voar ou alcance.) {1}{M}: O jogador alvo revela o card do topo de seu próprio grimório. ""A menor ondulação na superfície conta uma história com dez braças de profundidade."""
U,Portuguese (Brazil),Mágica Instantânea,Devolva a permanente alvo para a mão de seu dono.,Os antigos caçadores de Jamuraa criaram uma arma que retornaria ao ponto de partida. Os etermantes tolarianos desenvolveram uma mágica que omitia totalmente a arma.,Bumerangue,Bumerangue - Devolva a permanente alvo para a mão de seu dono. Os antigos caçadores de Jamuraa criaram uma arma que retornaria ao ponto de partida. Os etermantes tolarianos desenvolveram uma mágica que omitia totalmente a arma.
U,Portuguese (Brazil),Criatura — Cefálida Mago,"Toda vez que Policial Cefálida causar dano de combate a um jogador, devolva aquela quantidade de permanentes alvo que aquele jogador controla para as mãos dos seus donos.",Os cefálidas não policiam as pessoas. Eles policiam lealdades.,Policial Cefálida,"Policial Cefálida - Toda vez que Policial Cefálida causar dano de combate a um jogador, devolva aquela quantidade de permanentes alvo que aquele jogador controla para as mãos dos seus donos. Os cefálidas não policiam as pessoas. Eles policiam lealdades."
U,Portuguese (Brazil),Criatura — Elemental,"Voar (Esta criatura só pode ser bloqueada por criaturas com a habilidade de voar ou alcance.)
Elemental das Nuvens só pode bloquear criaturas com a habilidade de voar.",Os soratamis envolvem seus castelos celestes em nuvens vivas que servem tanto de espada como de escudo.,Elemental das Nuvens,Elemental das Nuvens - Voar (Esta criatura só pode ser bloqueada por criaturas com a habilidade de voar ou alcance.) Elemental das Nuvens só pode bloquear criaturas com a habilidade de voar. Os soratamis envolvem seus castelos celestes em nuvens vivas que servem tanto de espada como de escudo.
U,Portuguese (Brazil),Criatura — Fada,"Voar (Esta criatura só pode ser bloqueada por criaturas com a habilidade de voar ou alcance.)
Sílfide das Nuvens só pode bloquear criaturas com a habilidade de voar.","As delicadas sílfides transportam mensagens para os saprazzianos, mas se recusam a pousar nos nojentos mercados da Cidade de Mercádia.",Sílfide das Nuvens,"Sílfide das Nuvens - Voar (Esta criatura só pode ser bloqueada por criaturas com a habilidade de voar ou alcance.) Sílfide das Nuvens só pode bloquear criaturas com a habilidade de voar. As delicadas sílfides transportam mensagens para os saprazzianos, mas se recusam a pousar nos nojentos mercados da Cidade de Mercádia."
U,Portuguese (Brazil),Feitiço,Compre dois cards.,"""Ser sábio não é contar todas as gotas de uma queda d'água. Ser sábio é aprender o porquê da água procurar a terra.""",Conselho dos Soratamis,"Conselho dos Soratamis - Compre dois cards. ""Ser sábio não é contar todas as gotas de uma queda d'água. Ser sábio é aprender o porquê da água procurar a terra."""
U,Portuguese (Brazil),Criatura — Humano Mago,{T}: A criatura alvo com poder menor ou igual a 2 não pode ser bloqueada neste turno.,"Siga a magi-trilhadora — Expressão otariana que significa ""fuja depressa""",Magi-Trilhadora Ladina,"Magi-Trilhadora Ladina - {T}: A criatura alvo com poder menor ou igual a 2 não pode ser bloqueada neste turno. Siga a magi-trilhadora — Expressão otariana que significa ""fuja depressa"""
U,Portuguese (Brazil),Encantamento — Aura,"Encantar criatura (Ao jogar este card, escolha uma criatura alvo. Este card entra em jogo anexado àquela criatura.)
A criatura encantada não é desvirada durante a etapa de desvirar de seu controlador.","O viashino usou a mágica para secar alimentos para a travessia do Grande Deserto. Mais tarde, o Suq'Ata descobriu seu uso na guerra.",Desidratação,"Desidratação - Encantar criatura (Ao jogar este card, escolha uma criatura alvo. Este card entra em jogo anexado àquela criatura.) A criatura encantada não é desvirada durante a etapa de desvirar de seu controlador. O viashino usou a mágica para secar alimentos para a travessia do Grande Deserto. Mais tarde, o Suq'Ata descobriu seu uso na guerra."
U,Portuguese (Brazil),Mágica Instantânea,Vire todas as criaturas que não tenham a habilidade de voar.,"""Do mar veio toda a vida, e ao mar ela retornará. Quanto antes melhor."" — Imperador Aboshan",Dilúvio,"Dilúvio - Vire todas as criaturas que não tenham a habilidade de voar. ""Do mar veio toda a vida, e ao mar ela retornará. Quanto antes melhor."" — Imperador Aboshan"
U,Portuguese (Brazil),Criatura — Serpente,"Quando Habitante das Profundezas entrar em jogo, devolva as criaturas que você controla para a mão de seus donos.","De acordo com uma lenda dos tritões, um habitante das profundezas engole o horizonte ao final de cada dia, trazendo o manto gélido da noite.",Habitante das Profundezas,"Habitante das Profundezas - Quando Habitante das Profundezas entrar em jogo, devolva as criaturas que você controla para a mão de seus donos. De acordo com uma lenda dos tritões, um habitante das profundezas engole o horizonte ao final de cada dia, trazendo o manto gélido da noite."
U,Portuguese (Brazil),Mágica Instantânea,Anule a mágica alvo. Olhe os quatro cards do topo de seu grimório e depois coloque-os de volta em qualquer ordem.,"""Eu disse para você perscrutar a mente dele, e não para arrancar sua cabeça."" — Pesquisador do Projeto da Rebentação",Perturbar,"Perturbar - Anule a mágica alvo. Olhe os quatro cards do topo de seu grimório e depois coloque-os de volta em qualquer ordem. ""Eu disse para você perscrutar a mente dele, e não para arrancar sua cabeça."" — Pesquisador do Projeto da Rebentação"
U,Portuguese (Brazil),Criatura — Espírito,"No início da manutenção de cada jogador, aquele jogador coloca os X cards do topo do grimório dele em seu próprio cemitério, sendo X igual ao número de cards na mão dele.","""Sua voz é percepção, penetrante e verdadeira."" — Ixidor, escultor da realidade",Musa Nascida do Sonho,"Musa Nascida do Sonho - No início da manutenção de cada jogador, aquele jogador coloca os X cards do topo do grimório dele em seu próprio cemitério, sendo X igual ao número de cards na mão dele. ""Sua voz é percepção, penetrante e verdadeira."" — Ixidor, escultor da realidade"
U,Portuguese (Brazil),Mágica Instantânea,Devolva todas as criaturas para as mãos de seus donos.,"""Assim que eu soprar a brisa, você verá a fumaça de que são feitos seus guerreiros."" — Alexi, maga zefiriana",Evacuação,"Evacuação - Devolva todas as criaturas para as mãos de seus donos. ""Assim que eu soprar a brisa, você verá a fumaça de que são feitos seus guerreiros."" — Alexi, maga zefiriana"
U,Portuguese (Brazil),Mágica Instantânea,Anule a mágica alvo vermelha ou verde.,"""Natureza? Fogo? Bah Ambos são caóticos e difíceis de controlar. O gelo tem estrutura, é leve como uma pena e sólido como uma geleira. No gelo há força"" — Heidar, mestre Vento-de-Gelo",Congelar Rápido,"Congelar Rápido - Anule a mágica alvo vermelha ou verde. ""Natureza? Fogo? Bah Ambos são caóticos e difíceis de controlar. O gelo tem estrutura, é leve como uma pena e sólido como uma geleira. No gelo há força"" — Heidar, mestre Vento-de-Gelo"
U,Portuguese (Brazil),Criatura — Elemental,"Voar (Esta criatura só pode ser bloqueada por criaturas com a habilidade de voar ou alcance.)
Quando Elemental da Neblina atacar ou bloquear, sacrifique-o no final do combate.","""É o sentinela perfeito. Aqueles que devem passar podem atravessá-lo diretamente."" — Teferi",Elemental da Neblina,"Elemental da Neblina - Voar (Esta criatura só pode ser bloqueada por criaturas com a habilidade de voar ou alcance.) Quando Elemental da Neblina atacar ou bloquear, sacrifique-o no final do combate. ""É o sentinela perfeito. Aqueles que devem passar podem atravessá-lo diretamente."" — Teferi"
U,Portuguese (Brazil),Criatura — Caranguejo,{U}: Desvire Caranguejo Ferradura.,"""Hmm . . . parece um inseto. Vamos abrir e descobrir se o gosto é o mesmo"" — Squee, taifeiro goblin",Caranguejo Ferradura,"Caranguejo Ferradura - {M}: Desvire Caranguejo Ferradura. ""Hmm... parece um inseto. Vamos abrir e descobrir se o gosto é o mesmo"" — Squee, taifeiro goblin"
U,Portuguese (Brazil),Mágica Instantânea,Devolva todos os artefatos que o jogador alvo possui para a mão dele.,"A pesquisa de Hurkyl na Faculdade de Lat-Nam não foi suficiente para deter os dois irmãos, mas pelos séculos seguintes sua magia ensinou a moderação aos artífices.",Retorno de Hurkyl,"Retorno de Hurkyl - Devolva todos os artefatos que o jogador alvo possui para a mão dele. A pesquisa de Hurkyl na Faculdade de Lat-Nam não foi suficiente para deter os dois irmãos, mas pelos séculos seguintes sua magia ensinou a moderação aos artífices."
U,Portuguese (Brazil),Criatura — Gênio,Voar (Esta criatura só pode ser bloqueada por criaturas com a habilidade de voar ou alcance.),"Sangue real entre os espíritos do ar, o gênio Mahamoti cavalga nas asas dos ventos. Tão perigoso nos salões de jogos como na batalha, ele é um mestre dos truques e engodos.",Gênio Mahamoti,"Gênio Mahamoti - Voar (Esta criatura só pode ser bloqueada por criaturas com a habilidade de voar ou alcance.) Sangue real entre os espíritos do ar, o gênio Mahamoti cavalga nas asas dos ventos. Tão perigoso nos salões de jogos como na batalha, ele é um mestre dos truques e engodos."
